"","1","2","3","4","5","6","7","8","9","10","11","12"
"patronfc_1992_2000",0.703777777777778,0.676866666666667,0.689688888888889,0.688544444444444,0.706266666666667,0.700588888888889,0.691322222222222,0.687422222222222,0.700422222222222,0.729522222222222,0.742688888888889,0.740733333333333
"patronfc_2001_2009",0.7129,0.696611111111111,0.6858,0.692988888888889,0.709155555555556,0.688322222222222,0.678211111111111,0.668466666666667,0.681944444444444,0.695555555555556,0.702533333333333,0.7145
"patronfc_2010_2022",0.6812,0.657323076923077,0.654107692307692,0.659584615384615,0.665076923076923,0.6532,0.642,0.629046153846154,0.632484615384615,0.650746153846154,0.671069230769231,0.681184615384615
